Ticker;SimFinId;Date;Open;High;Low;Close;Adj. Close;Volume;Dividend;Shares Outstanding
A;45846;2025-03-07;125.95;128.10;124.40;126.70;126.70;2055012;;285102717
AA;367153;2025-03-07;32.25;33.38;31.84;32.84;32.84;4175139;;258884337
AAC;7962652;2023-11-06;10.77;10.79;10.77;10.79;10.79;599704;;98498541
AACI;11820349;2024-08-15;11.00;11.12;9.52;9.75;9.75;37879;;8072849
AAGH;12444287;2025-03-07;0.00;0.00;0.00;0.00;0.00;0;;21188988326
AAIC;9076064;2023-12-14;4.84;4.84;4.84;4.84;4.84;0;;28468000
AAL;68568;2025-03-07;13.13;13.18;12.58;13.03;13.03;76517490;;657575582
AAMC;847094;2024-09-16;1.33;1.34;1.21;1.25;1.25;18359;;2554512
AAME;450021;2025-03-07;1.43;1.46;1.41;1.41;1.41;5233;;20399758
AAN;441241;2024-10-03;10.08;10.10;10.08;10.09;10.09;2765717;;30712772
AAOI;671827;2025-03-07;15.92;16.21;14.91;15.82;15.82;3585692;;49651482
AAON;919501;2025-03-07;81.25;82.80;79.37;82.07;82.07;1590652;;81597289
AAP;184955;2025-03-07;33.50;35.60;33.08;35.37;35.37;3486441;;59792946
AAPL;111052;2025-03-07;235.10;241.37;234.76;239.07;239.07;45602641;;15022073000
AAT;919944;2025-03-07;21.43;21.59;21.03;21.33;21.33;313029;;60901583
AATP;16787005;2025-03-07;1.08;1.08;1.02;1.05;1.05;32342;;3848759
AAWH;2265764;2025-03-07;0.29;0.31;0.29;0.29;0.29;12441;;214430317
AAWW;762204;2023-04-03;102.48;102.48;102.48;102.48;102.48;1;;28436000
AB;11794966;2025-03-07;37.78;38.04;37.63;37.81;37.81;285659;;110530329
ABAX;36105;2018-08-01;83.00;83.00;83.00;83.00;83.00;0;;22871000
ABBV;61199;2025-03-07;211.11;214.99;209.00;214.29;214.29;6776077;;1765354859
ABCB;919504;2025-03-07;59.50;59.52;57.81;58.78;58.78;569263;;69068609
ABCD;358762;2018-12-18;14.48;14.48;14.48;14.48;14.48;0;;47300262
ABCL;1250893;2025-03-07;2.38;2.41;2.25;2.33;2.33;4297538;;297987669
ABEO;953884;2025-03-07;5.32;5.45;5.08;5.16;5.16;560702;;43471030
ABG;545489;2025-03-07;255.64;257.01;247.94;254.84;254.84;134273;;19645447
ABIO;953886;2024-08-30;2.35;2.47;2.22;2.40;2.40;289415;;14507143
ABM;199984;2025-03-07;52.16;54.90;52.16;54.64;54.64;398194;;62203371
ABMC;160965;2025-03-07;0.00;0.00;0.00;0.00;0.00;0;;48098476
ABMD;445587;2023-01-03;381.02;381.02;381.02;381.02;381.02;258;;45372000
ABML;11795344;2023-09-11;9.83;11.78;8.20;9.83;9.83;228892;;17808626
ABNB;1214552;2025-03-07;134.71;134.73;130.37;134.39;134.39;5600198;;635000000
ABOS;12444265;2025-03-07;1.24;1.27;1.21;1.25;1.25;109561;;60079778
ABR;638468;2025-03-07;11.81;12.33;11.67;12.23;12.23;5335925;0.43;189505422
ABSI;1250894;2025-03-07;3.10;3.23;3.03;3.12;3.12;2705643;;114855759
ABT;63877;2025-03-07;134.50;137.48;133.96;137.14;137.14;8204061;;1734323411
ABTI;13950744;2025-03-07;0.00;0.00;0.00;0.00;0.00;0;;1459502018
ABTL;445589;2022-08-31;0.39;0.39;0.39;0.39;0.39;98922;;13245871
ABTX;953887;2022-09-30;42.22;42.57;41.21;41.63;41.63;1609047;;20363000
ABUS;953888;2025-03-07;3.42;3.42;3.26;3.31;3.31;1191920;;189491685
ABVC;15112453;2025-03-07;0.64;0.66;0.62;0.64;0.64;199678;;12975492
AC;919941;2025-03-07;36.60;38.00;36.38;36.38;36.38;4330;;21237135
ACA;919864;2025-03-07;80.95;81.19;78.06;79.57;79.57;403721;;48776021
ACAC;15394174;2024-09-26;12.21;12.37;11.17;11.20;11.20;4203;;5799944
ACAD;445591;2025-03-07;17.62;17.86;17.32;17.56;17.56;1371928;;166788517
ACAH;10656706;2024-03-05;10.45;10.45;10.45;10.45;10.45;0;;33146619
ACAN;654226;2025-03-07;0.08;0.08;0.03;0.06;0.06;12651;;24391961
ACAQ;11819344;2023-10-19;7.40;8.00;2.40;2.55;2.55;935090;;3108936
ACAT;33956;2017-03-07;18.50;18.50;18.50;18.50;18.50;0;;13061818
ACBA;15585600;2024-05-30;12.03;12.03;12.03;12.03;12.03;0;;3789547
ACBI;9076197;2022-02-28;31.75;32.45;30.74;32.34;32.34;125822;;20305109
ACBM;12442266;2025-03-07;0.00;0.00;0.00;0.00;0.00;0;;47760000
ACC;445593;2022-08-09;65.37;65.46;65.37;65.42;65.42;18855710;;139237447
ACCD;10384289;2025-03-07;6.97;6.99;6.97;6.97;6.97;1760162;;80537080
ACCO;120923;2025-03-07;4.50;4.82;4.49;4.71;4.71;933504;;92881008
ACDC;17623433;2025-03-07;6.66;7.32;6.66;7.05;7.05;708665;;
ACEL;11795228;2025-03-07;10.17;10.26;9.88;10.14;10.14;402685;;83746192
ACER;1053636;2023-11-20;0.80;0.85;0.66;0.66;0.66;574675;;16089019
ACET;1154966;2025-03-07;0.82;0.85;0.79;0.80;0.80;436869;;82685750
ACET_delisted;191612;2019-10-01;0.08;0.11;0.08;0.11;0.11;4909;;30839470
ACFN;14864218;2025-03-07;18.35;18.35;18.35;18.35;18.35;442;;
ACGL;445596;2025-03-07;90.91;91.74;90.31;91.00;91.00;1073139;;375357236
ACHC;445598;2025-03-07;29.98;31.20;29.44;30.57;30.57;3319879;;92913042
ACHR;11795330;2025-03-07;7.50;7.66;7.02;7.52;7.52;24737318;;542470264
ACHV;12444293;2025-03-07;3.14;3.23;3.07;3.14;3.14;97644;;34389946
ACI;1077533;2025-03-07;20.87;21.50;20.86;21.46;21.46;11256211;;579348079
ACIA;353923;2021-03-01;114.99;114.99;114.99;114.99;114.99;0;;42631607
ACIC;774910;2025-03-07;12.04;12.32;11.77;12.01;12.01;128198;;48204962
ACIW;1057787;2025-03-07;52.78;53.69;51.60;53.21;53.21;552333;;105336028
ACLS;670942;2025-03-07;58.84;61.20;58.44;60.63;60.63;663163;;32154139
ACLX;1342109;2025-03-07;74.66;74.66;67.10;70.74;70.74;630670;;54944012
ACM;445606;2025-03-07;96.11;97.93;94.89;97.05;97.05;965692;;132689650
ACMR;7962770;2025-03-07;26.25;27.24;25.64;27.08;27.08;1576677;;63129704
ACN;61372;2025-03-07;339.00;342.89;335.91;342.18;342.18;4426186;;675181069
ACNB;9075814;2025-03-07;41.17;41.33;39.50;41.31;41.31;48355;;8548625
ACOR;9076152;2024-04-11;0.78;0.85;0.61;0.66;0.66;416928;;1242098
ACR;9076068;2025-03-07;20.79;21.25;20.56;21.13;21.13;46669;;7736907
ACRE;3241276;2025-03-07;4.77;4.96;4.76;4.92;4.92;342360;;54856977
ACRHF;16787003;2024-12-09;0.00;0.01;0.00;0.00;0.00;928456;;99860761
ACRO;11817111;2023-12-18;10.45;10.46;10.45;10.45;10.45;2538;;43125000
ACRS;7962714;2025-03-07;1.88;2.03;1.82;1.83;1.83;1197761;;107918821
ACRV;16682740;2025-03-07;5.58;5.58;5.31;5.54;5.54;11979;;31136296
ACRX;113247;2024-01-09;0.78;0.88;0.78;0.86;0.86;241277;;368868
ACST;13774410;2024-10-07;3.11;3.14;3.03;3.11;3.11;12261;;10139861
ACT;353702;2025-03-07;33.69;34.26;33.63;34.09;34.09;196358;;133600000
ACTG;9075846;2025-03-07;4.07;4.22;4.04;4.19;4.19;290970;;97368165
ACU;998436;2025-03-07;37.41;37.63;37.31;37.31;37.31;3650;;3754498
ACVA;11795016;2025-03-07;14.12;14.21;13.02;14.11;14.11;3177079;;168765167
ACW;671043;2016-11-28;2.58;2.58;2.58;2.58;2.58;0;;48323007
ACXP;11035138;2025-03-07;0.46;0.50;0.45;0.46;0.46;1180481;;16892548
ADAP;10656590;2025-03-07;0.49;0.52;0.47;0.48;0.48;441195;;1535299242
ADBE;14099;2025-03-07;442.00;452.51;440.99;449.40;449.40;3030404;;435300000
ADC;6480964;2025-03-07;75.06;76.70;74.98;76.02;76.02;1747237;;107248705
ADCT;15112455;2025-03-07;1.75;1.89;1.75;1.84;1.84;337003;;96689617
ADEA;17623435;2025-03-07;14.83;15.05;14.50;14.94;14.94;575397;;
ADER;12444459;2023-09-25;11.10;11.14;11.07;11.08;11.08;54564;;10305228
ADES;619745;2024-01-31;3.28;3.55;3.21;3.36;3.36;100969;;18487000
ADEX;16875841;2025-03-07;5.38;5.38;5.38;5.38;5.38;0;;71875399
ADI;65917;2025-03-07;223.59;226.66;219.74;225.86;225.86;3915513;;495976483
ADIL;807531;2025-03-07;0.73;0.79;0.70;0.75;0.75;70173;;6574588
ADM;66997;2025-03-07;47.93;50.27;47.88;49.44;49.44;4426948;;479707071
ADMA;976582;2025-03-07;16.98;17.27;15.88;17.02;17.02;3438288;;236390253
ADMP;11035771;2023-09-07;0.75;0.79;0.75;0.78;0.78;118557;;31239
ADMS;9076347;2021-11-24;8.22;8.22;8.22;8.22;8.22;0;;45618000
ADN;16682734;2025-03-07;4.38;4.48;4.30;4.48;4.48;11223;;2636508
ADNT;675558;2025-03-07;15.46;15.81;14.93;14.94;14.94;1486256;;83927513
ADOM;807727;2021-11-16;0.28;0.29;0.27;0.28;0.28;557386;;294317605
ADP;591496;2025-03-07;302.46;307.29;302.46;306.45;306.45;2232788;;406870893
ADPT;1147630;2025-03-07;7.68;7.92;7.08;7.35;7.35;2535390;;148582201
ADPT_delisted;118952;2017-11-01;1.22;1.22;1.22;1.22;1.22;0;;21120029
ADRA;11817231;2020-02-14;34.64;34.64;34.64;34.64;34.64;0;;
ADRT;12444303;2024-10-10;11.30;11.40;11.30;11.40;11.40;3147;;2942180
ADSK;185035;2025-03-07;259.58;261.35;252.18;259.75;259.75;3366326;;213000000
ADT;54871;2025-03-07;7.67;7.80;7.62;7.80;7.80;23613132;;876503261
ADTM;664460;2023-02-09;0.00;0.00;0.00;0.00;0.00;0;;105666495
ADTN;998420;2025-03-07;9.38;9.39;8.69;9.16;9.16;1475676;;79860033
ADUS;1023443;2025-03-07;95.29;97.64;94.51;97.03;97.03;197425;;18172865
ADV;1108279;2025-03-07;2.35;2.47;2.04;2.15;2.15;806010;;321408856
ADVM;702608;2025-03-07;4.60;4.67;4.50;4.58;4.58;77733;;20802463
ADXS;950904;2025-03-07;0.03;0.03;0.03;0.03;0.03;77;;42633400
AE;191518;2025-02-04;37.97;37.99;37.97;37.98;37.98;6983;;2577872
AEE;68703;2025-03-07;97.18;99.38;96.97;98.59;98.59;2536694;;269906252
AEHA;11817771;2023-02-14;9.92;10.80;8.55;9.96;9.96;1290718;;2625000
AEHR;178053;2025-03-07;8.78;9.06;8.35;8.85;8.85;884541;;29711804
AEI;16682742;2025-03-07;0.88;0.93;0.86;0.93;0.93;47444;;9235119
AEIS;574583;2025-03-07;105.97;109.97;103.56;109.67;109.67;412415;;37721671
AEL;6767439;2024-05-02;56.25;57.29;56.11;56.47;56.47;24215765;;79400008
AEM;2226695;2025-03-07;98.03;100.23;96.81;98.79;98.79;2473110;;501729505
AEMD;11036007;2025-03-07;0.46;0.47;0.42;0.44;0.44;91631;;14457096
AEO;173396;2025-03-07;12.27;12.89;12.17;12.83;12.83;6639074;;192101783
AEP;66050;2025-03-07;102.84;104.88;102.67;104.62;104.62;4031052;;532907715
AEPI;210001;2017-01-30;109.95;109.95;109.95;109.95;109.95;0;;5531474
AER;17685538;2025-03-07;100.76;101.65;97.70;99.86;99.86;2475621;;186783225
AERC;11036438;2023-11-29;0.01;0.01;0.01;0.01;0.01;97033;;15377636
AERG;11795342;2025-03-07;0.76;0.79;0.75;0.77;0.77;181300;;213800472
AERI;9076323;2023-01-03;15.25;15.25;15.25;15.25;15.25;600;;47819936
AES;62329;2025-03-07;10.88;11.48;10.83;11.25;11.25;20276648;;711027043
AESE;11034472;2025-03-07;1.08;1.08;1.02;1.02;1.02;15747;;44106014
AESI;7962586;2025-03-07;17.25;17.97;17.14;17.70;17.70;1256838;;
AET;62217;2018-11-28;212.57;213.36;211.79;212.70;212.70;11862705;;327400000
AEVA;11820016;2025-03-07;3.09;3.16;2.97;3.13;3.13;445641;;53882801
AEYE;14864220;2025-03-07;11.91;12.83;11.70;12.61;12.61;146852;;12178130
AFAR;14101606;2025-03-07;11.68;11.68;11.68;11.68;11.68;0;;3259510
AFBI;15337141;2025-03-07;20.50;20.50;19.79;19.80;19.80;19854;;6412430
AFCG;10656582;2025-03-07;8.44;8.46;8.36;8.41;8.41;83144;;20667094
AFG;485236;2025-03-07;127.47;129.01;126.97;127.15;127.15;572653;;83982106
AFI;155205;2022-05-20;0.40;0.42;0.35;0.35;0.35;2996033;;22102447
AFIB;16453507;2025-03-07;0.05;0.05;0.04;0.05;0.05;10338;;29912305
AFL;62581;2025-03-07;107.63;108.89;106.71;108.41;108.41;2057565;;546588291
AFRI;17623437;2025-03-07;9.08;9.08;8.61;8.82;8.82;8237;;
AFRM;1242005;2025-03-07;52.78;53.24;47.74;51.97;51.97;11904943;;318056450
AFSI;822262;2018-11-29;14.75;14.75;14.75;14.75;14.75;726;;197701263
AFTC;13511352;2025-03-07;0.03;0.03;0.03;0.03;0.03;0;;71850644
AG;3307756;2025-03-07;5.80;6.02;5.72;5.91;5.91;14330269;;209396052
AGBA;16787001;2024-10-15;1.23;1.49;1.15;1.40;1.40;4464995;;39596248
AGCO;365265;2025-03-07;96.52;103.47;96.52;102.70;102.70;1347604;;74582014
AGE;11035420;2024-03-26;12.59;12.59;11.10;11.10;11.10;3753;;2500664
AGEN;7962802;2025-03-07;2.37;2.42;2.33;2.35;2.35;290626;;23458929
AGFS;9075942;2023-03-31;3.00;3.00;3.00;3.00;3.00;0;;52192000
AGHI;996261;2020-09-22;0.01;0.01;0.01;0.01;0.01;0;;63481087
AGI;111482;2025-03-07;23.91;24.59;23.66;23.77;23.77;5152329;;116532000
AGIO;737501;2025-03-07;33.80;34.47;32.32;32.38;32.38;661723;;57296167
AGL;11794922;2025-03-07;3.50;3.57;3.23;3.51;3.51;5965068;;412303066
AGM;6767649;2025-03-07;202.03;202.24;197.82;200.77;200.77;43948;;10833000
AGN;61474;2020-05-08;193.01;193.38;191.64;193.02;193.02;12442653;;329805791
AGNC;445654;2025-03-07;10.14;10.41;10.13;10.38;10.38;28413771;;900421216
AGN_old;442340;2020-05-08;193.01;193.38;191.64;193.02;193.02;12442653;;307605860
AGO;601095;2025-03-07;84.67;85.91;83.78;85.26;85.26;262464;;50103140
AGR;709430;2024-12-23;36.02;36.02;36.02;36.02;36.02;10;;386911024
AGS;967946;2025-03-07;12.08;12.08;12.05;12.07;12.07;169421;;41258449
AGSS;16867983;2025-03-07;0.25;0.25;0.25;0.25;0.25;655;;94917302
AGTI;11795012;2024-05-07;10.05;10.05;10.05;10.05;10.05;0;;136293374
AGX;529078;2025-03-07;116.57;117.30;107.04;113.80;113.80;474148;;13575116
AGYS;249502;2025-03-07;78.07;79.19;76.32;78.01;78.01;271018;;27963988
AHCO;11795066;2025-03-07;10.74;10.96;10.45;10.48;10.48;1511509;;134867011
AHFD;774716;2025-03-07;0.00;0.00;0.00;0.00;0.00;0;;4881571
AHH;949479;2025-03-07;8.85;9.07;8.85;9.06;9.06;895423;;79918740
AHL;700634;2019-02-15;42.74;42.74;42.74;42.74;42.74;0;;59862693
AHPI;262963;2025-01-13;0.00;0.00;0.00;0.00;0.00;0;;4014000
AHR;15394176;2025-03-07;29.01;29.56;28.62;28.91;28.91;2007058;;157565295
AHT;10656654;2025-03-07;7.91;8.24;7.65;8.18;8.18;33518;;5520951
AI;1326825;2025-03-07;21.15;22.79;20.92;22.53;22.53;4698909;;132738722
AIB;15337139;2017-10-13;24.98;25.00;24.98;24.98;24.98;2500;;
AIG;251769;2025-03-07;80.72;81.81;80.22;81.52;81.52;4304426;;593332964
AILIM;14159397;2025-03-07;77.00;77.00;77.00;77.00;77.00;0;;269906252
AIM;11035322;2025-03-07;0.13;0.14;0.13;0.13;0.13;697459;;63706446
AIMC;773555;2023-03-27;61.98;61.98;61.98;61.98;61.98;0;;65200000
AIMD;13901101;2025-03-07;0.47;0.49;0.45;0.49;0.49;1089360;;15433257
AIN;6767443;2025-03-07;72.26;74.01;72.22;73.31;73.31;245511;;30900000
AINC;819902;2024-07-26;4.97;5.00;4.96;4.97;4.97;209002;;3430500
AIP;12444339;2025-03-07;7.86;7.92;7.50;7.89;7.89;206807;;40948190
AIR;671123;2025-03-07;63.73;65.83;63.10;64.52;64.52;253741;;35907686
AIRC;1234036;2024-06-28;39.08;39.08;39.08;39.08;39.08;0;;145104221
AIRG;11034384;2025-03-07;5.01;5.09;4.80;4.80;4.80;41529;;11558901
AIRI;166965;2025-03-07;3.92;4.09;3.92;3.98;3.98;18511;;3358119
AIRS;11819003;2025-03-07;3.91;4.00;3.38;3.40;3.40;361284;;57882284
AIRTP;11795324;2025-03-07;17.27;17.30;17.27;17.30;17.30;723;;2725916
AIT;253867;2025-03-07;228.10;231.03;222.21;230.01;230.01;435558;;38377254
AITX;13626505;2025-03-07;0.00;0.00;0.00;0.00;0.00;74269320;;13308594118
AIV;67201;2025-03-07;8.89;8.94;8.68;8.79;8.79;780308;;141967654
AIZ;66661;2025-03-07;201.32;206.20;201.06;204.58;204.58;442582;;50791921
AJBI;663635;2018-11-02;0.00;0.00;0.00;0.00;0.00;310000;;20278888
AJG;66898;2025-03-07;338.58;339.48;321.19;324.00;324.00;4130595;0.65;254700000
AJIA;13901112;2025-03-07;0.00;0.00;0.00;0.00;0.00;0;;109336000
AJRD;516551;2023-07-27;57.98;58.01;57.98;57.99;57.99;3979951;;80500000
AJX;90767;2024-12-02;3.02;3.07;2.97;3.02;3.02;224818;;45420752
AKA;14864216;2025-03-07;14.70;14.84;13.06;13.24;13.24;17992;;10693150
AKAM;69211;2025-03-07;82.34;88.01;82.13;87.52;87.52;4493927;;150317536
AKBA;9075940;2025-03-07;1.91;1.96;1.88;1.90;1.90;2285042;;218181202
AKLI;14159395;2024-07-02;0.43;0.43;0.43;0.43;0.43;0;;78509823
AKOM;13646225;2025-03-07;0.02;0.02;0.02;0.02;0.02;0;;18352613
AKR;664572;2025-03-07;22.58;22.84;22.35;22.51;22.51;888161;;119679930
AKRO;10384031;2025-03-07;43.50;43.94;42.04;42.12;42.12;947727;;79620128
AKRX;195622;2020-10-02;0.03;0.03;0.03;0.03;0.03;1185177;;133407696
AKS;671046;2020-03-13;1.55;1.55;1.55;1.55;1.55;2000;;316909268
AKTS;10656630;2024-12-17;0.04;0.04;0.03;0.04;0.04;96597171;;154590918
AKTX;11035519;2025-03-07;0.89;0.96;0.89;0.93;0.93;1079;;49517115523
AKYA;1250889;2025-03-07;1.57;1.60;1.52;1.59;1.59;276396;;49563386
AL;182952;2025-03-07;45.20;46.00;43.98;45.90;45.90;1026874;;111376884
ALB;132877;2025-03-07;74.28;78.38;74.28;75.51;75.51;3447220;;117573461
ALBO;7962594;2023-03-02;44.90;44.90;43.99;44.15;44.15;1241282;;15735
ALC;18347619;2025-03-07;91.83;93.06;91.01;93.03;93.03;1639007;;494616324
ALCC;11795248;2025-03-07;25.71;26.80;24.46;26.27;26.27;11984519;;122096270
ALCO;798086;2025-03-07;28.18;28.59;28.00;28.53;28.53;23134;;7637657
ALCY;16867985;2025-03-07;11.07;11.07;11.07;11.07;11.07;13;;14970500
ALDX;7962740;2025-03-07;6.28;6.61;6.18;6.35;6.35;569237;;59708654
ALE;445686;2025-03-07;65.35;65.48;65.24;65.27;65.27;298683;;57901153
ALEC;10656440;2025-03-07;1.54;1.57;1.43;1.44;1.44;722295;;99085888
ALEX;664573;2025-03-07;17.77;18.14;17.77;18.02;18.02;856866;;72711414
ALG;128246;2025-03-07;181.66;183.71;181.50;183.66;183.66;102350;;12063468
ALGM;11794936;2025-03-07;28.21;28.66;26.59;27.71;27.71;7678145;;184125032
ALGN;445691;2025-03-07;171.05;176.54;169.12;173.75;173.75;1687775;;73597648
ALGS;11034448;2025-03-07;13.21;13.41;11.91;12.94;12.94;260431;;1728619
ALGT;735180;2025-03-07;62.17;63.14;58.71;60.76;60.76;823553;;18338274
ALHC;11795128;2025-03-07;15.36;15.70;14.58;14.89;14.89;2651111;;191832332
ALID;13511390;2025-03-07;0.02;0.02;0.02;0.02;0.02;1000;;115495384
ALIM;11035801;2024-09-16;5.54;5.54;5.54;5.54;5.54;0;;54384165
ALIT;10383340;2025-03-07;6.27;6.46;6.25;6.36;6.36;10323984;;476145761
ALJ;344561;2017-07-10;13.32;13.32;13.32;13.32;13.32;0;;71877464
ALJJ;374775;2023-05-25;1.93;1.93;1.89;1.92;1.92;184093;;42409000
ALK;65470;2025-03-07;61.94;62.05;57.79;60.64;60.64;4518698;;126159173
ALKS;445699;2025-03-07;34.73;35.35;34.31;34.35;34.35;1701631;;162614067
ALKT;11795164;2025-03-07;27.71;28.15;26.51;27.30;27.30;652257;;102232922
ALL;68840;2025-03-07;197.30;201.42;195.78;200.73;200.73;1955989;;265026048
ALLE;69109;2025-03-07;127.35;132.12;127.22;131.30;131.30;940257;;86929281
ALLK;1872547;2025-03-07;0.25;0.27;0.25;0.26;0.26;416098;;89343634
ALLO;11795212;2025-03-07;2.05;2.32;2.04;2.18;2.18;4702232;;209672091
ALLR;11036325;2025-03-07;1.00;1.10;0.98;1.06;1.06;2555357;;4433587
ALLY;510248;2025-03-07;34.92;34.92;33.27;34.65;34.65;4742328;;307113093
ALMU;13774412;2025-03-07;6.42;6.67;6.08;6.29;6.29;37628;;12247481
ALNA;9076242;2023-12-13;0.00;0.00;0.00;0.00;0.00;96558;;100623730
ALNT;17623439;2025-03-07;25.09;25.09;23.26;23.36;23.36;101643;;
ALNY;325251;2025-03-07;247.14;251.12;240.98;244.52;244.52;476078;;129457156
ALOT;995248;2025-03-07;10.07;10.53;10.07;10.30;10.30;3391;;7528838
ALPA;12442236;2024-09-09;0.51;0.51;0.45;0.46;0.46;85427;;20905407
ALPC;13511432;2023-05-12;20.00;20.00;20.00;20.00;20.00;0;;9724401
ALPN;819011;2024-09-09;64.97;64.97;64.97;64.97;64.97;2;;68597527
ALR;139220;2017-10-19;50.99;50.99;50.99;50.99;50.99;0;;87577345
ALRM;819790;2025-03-07;58.69;59.06;57.45;58.92;58.92;357271;;49646941
ALRN;815574;2025-01-10;1.96;2.17;1.96;2.11;2.11;63385;;21665941
ALRS;10656542;2025-03-07;19.35;19.53;19.10;19.36;19.36;38690;;25338280
ALSK;899013;2021-07-22;3.38;3.40;3.38;3.40;3.40;879557;;54273804
ALSN;445706;2025-03-07;95.63;99.03;94.87;97.98;97.98;716013;;85518298
ALT;511510;2025-03-07;5.53;5.64;5.46;5.57;5.57;2384851;;77013658
ALTA;363174;2021-09-30;44.90;45.20;44.08;44.16;44.16;438569;;18873921
ALTG;11817076;2025-03-07;5.02;5.04;4.71;4.80;4.80;404384;;32859690
ALTI;17623441;2025-03-07;3.49;3.60;3.35;3.47;3.47;75375;;139825856
ALTM;1249012;2025-03-05;5.84;5.85;5.84;5.84;5.84;93050357;;153658073
ALTO;10656736;2025-03-07;1.54;1.59;1.45;1.50;1.50;847769;;76646125
ALTR;686620;2025-03-07;111.31;111.52;111.05;111.24;111.24;559932;;85794798
ALUR;15539303;2025-03-07;2.51;2.57;2.42;2.43;2.43;61997;;2579461
ALV;104657;2025-03-07;96.39;97.92;95.28;97.25;97.25;822655;0.70;77714402
ALVR;11817801;2025-03-07;9.69;9.97;9.69;9.87;9.87;7579;;5043357
ALX;87732;2025-03-07;217.90;217.90;214.54;217.40;217.40;10361;;5107290
ALXN;65359;2021-07-28;182.50;182.50;182.50;182.50;182.50;10;;221019230
ALXO;11819581;2025-03-07;1.25;1.25;1.02;1.06;1.06;3413581;;53384145
ALZN;11034644;2025-03-07;0.77;0.77;0.72;0.76;0.76;111032;;5432797
AMAL;10656460;2025-03-07;29.73;29.99;28.62;29.49;29.49;156348;;30687354
AMAM;11795252;2024-03-07;28.00;28.00;28.00;28.00;28.00;0;;44995824
AMAT;67102;2025-03-07;151.46;156.35;150.19;155.68;155.68;5502528;;812440849
AMBA;50129;2025-03-07;53.69;54.80;51.53;53.07;53.07;848271;;41701953
AMBC;7962678;2025-03-07;9.20;9.58;9.12;9.40;9.40;1437505;;46242182
AMBP;17623443;2025-03-07;2.77;2.90;2.77;2.90;2.90;2074108;;597699586
AMC;1100848;2025-03-07;2.97;3.08;2.97;3.06;3.06;6530817;;431949800
AMCIU;11795308;2023-02-09;10.43;10.43;10.43;10.43;10.43;0;;15000000
AMCR;6475603;2025-03-07;10.08;10.33;10.06;10.29;10.29;26289497;;1445343212
AMCX;445716;2025-03-07;7.19;7.40;7.03;7.06;7.06;499662;;44135594
AMD;191397;2025-03-07;98.88;100.65;96.39;100.31;100.31;33092947;;1620477962
AME;67669;2025-03-07;182.99;184.50;180.97;183.99;183.99;1623381;;230659382
AMED;904598;2025-03-07;92.20;92.91;91.89;92.37;92.37;168386;;38368072
AMEH;6767577;2024-02-26;40.82;40.82;40.82;40.82;40.82;0;;55423408
AMG;62475;2025-03-07;160.81;161.45;157.22;159.57;159.57;299415;;29257014
AMGN;65735;2025-03-07;318.95;328.19;317.78;324.86;324.86;3937177;;537204943
AMH;445723;2025-03-07;36.16;36.73;36.11;36.23;36.23;1668770;;370134696
AMHCU;1841754;2021-09-24;14.86;16.28;14.65;16.28;16.28;4386;;
AMK;10384004;2024-09-05;35.24;35.24;35.24;35.24;35.24;0;;74831983
AMKR;693881;2025-03-07;20.16;20.81;19.65;20.74;20.74;2817960;;246731692
AMLX;11795032;2025-03-07;3.65;4.12;3.62;3.87;3.87;1926463;;88602468
AMMJ;11036310;2025-03-07;0.00;0.00;0.00;0.00;0.00;12745;;185800915
AMN;683491;2025-03-07;25.81;27.09;25.71;26.45;26.45;700734;;38189048
AMNB;7962980;2024-04-01;47.76;47.76;47.76;47.76;47.76;0;;10630679
AMOT;126799;2023-08-22;33.41;34.17;33.41;34.08;34.08;168097;;15661000
AMP;67872;2025-03-07;498.13;500.64;487.00;499.34;499.34;449574;;96118499
AMPE;9076183;2025-03-07;0.00;0.00;0.00;0.00;0.00;253;;1135358
AMPH;6767559;2025-03-07;28.14;29.37;28.08;28.81;28.81;544259;;47650121
AMPL;1307359;2025-03-07;12.20;12.76;12.13;12.59;12.59;1356114;;129410804
AMPS;10384317;2025-03-07;4.93;4.96;4.92;4.94;4.94;1311550;;160796477
AMPX;16532272;2025-03-07;2.00;2.06;1.87;2.00;2.00;2225871;;105838789
AMPY;10656554;2025-03-07;3.85;3.94;3.74;3.79;3.79;653377;;40332937
AMR;1787093;2025-03-07;134.34;135.52;131.79;132.79;132.79;265441;;13052684
AMRC;6767507;2025-03-07;10.11;11.38;10.04;11.09;11.09;1991458;;52541213
AMRK;259435;2025-03-07;27.30;27.92;26.60;27.67;27.67;177629;;23019185
AMRN;10656436;2025-03-07;0.53;0.55;0.51;0.53;0.53;575575;;407848000
AMRS;1250896;2023-08-18;0.06;0.06;0.05;0.05;0.05;46746000;;322286529
AMRU;658903;2025-03-07;0.00;0.00;0.00;0.00;0.00;0;;235788132
AMRX;7962754;2025-03-07;8.73;8.99;8.56;8.90;8.90;2274898;;309966341
AMSC;33387;2025-03-07;18.89;19.50;18.08;19.25;19.25;1440171;;39459733
AMSF;6767743;2025-03-07;50.79;51.17;49.90;49.91;49.91;74540;0.39;19050315
AMSWA;196458;2024-10-01;11.23;11.23;10.84;10.95;10.95;121470;;33659006
AMT;68339;2025-03-07;208.00;212.99;206.89;212.29;212.29;3588004;;467457256
AMTB;10656428;2025-03-07;21.62;21.75;21.18;21.58;21.58;187546;;41920381
